Diet,Fold Change HF/CD,CD,HF
Fdps,-2.13669737,16.61583,15.97262
Kctd12,-2.146330961,14.75151,14.1054
B4galt1,-2.151712485,11.93312,11.28539
Txnrd3,-2.152675844,13.48357,12.83555
Mgst3,-2.179948874,14.27644,13.62021
Pmvk,-2.214065075,13.20825,12.54175
Gchfr,-2.222270238,16.13485,15.46588
Mcm5,-2.227751419,15.41786,14.74724
Rab10,-2.229811014,14.87538,14.20414
Fbln1,-2.241238447,13.79303,13.11835
Sh3bgrl,-2.253695677,16.3532,15.67477
Cyp2c37,-2.253828555,16.28937,15.6109
Snrpd3,-2.255256984,16.22333,15.54443
Ppp2r5c,-2.257349798,11.65571,10.97618
Acin1,-2.275919376,12.7866,12.10148
Cps1,-2.285486529,22.44684,21.75884
Snx24,-2.286715643,10.67578,9.98741
Rbp1,-2.298342391,14.78754,14.09567
Itgb1,-2.315516759,15.6455,14.94846
Stk25,-2.319669169,13.47618,12.77789
Cdh17,-2.321230476,14.23331,13.53455
Tpm2,-2.348237751,17.05065,16.34376
Mcm3,-2.35474873,15.26475,14.5559
Cyp2f2,-2.357937781,16.37088,15.66107
Cyp2c50,-2.359000798,18.23016,17.52003
Cyp3a11,-2.390525896,16.13014,15.41052
R3hcc1,-2.392751587,16.80717,16.08688
Arf2,-2.404843406,16.11826,15.39433
Prkag1,-2.414875629,15.28688,14.55993
Slc29a1,-2.433245891,14.95809,14.22561
Ank3,-2.450885329,12.70886,11.97107
Npc1,-2.451682592,14.35525,13.61722
Kpna2,-2.513005385,13.63985,12.88336
Cfl1,-2.514001963,17.26795,16.51116
Uqcr11,-2.51689204,15.52353,14.76587
Fsip2,-2.53539518,13.97155,13.20832
H2.Ke2,-2.543467465,12.9898,12.22414
Hist2h2ab,-2.546161549,10.17958,9.413109
Coro7,-2.573597353,15.16748,14.39275
Cyp2a5,-2.581902173,17.00753,16.2303
Idi1,-2.583961769,16.3671,15.58925
Ctnnd1,-2.587781986,15.72595,14.94695
Wdr77,-2.61621769,14.00536,13.2178
Rtn4,-2.621599214,16.45681,15.66763
Ipo9,-2.637544469,13.60537,12.81139
Galns,-2.704713855,13.78342,12.96922
Ctnnbl1,-2.751061396,8.605048,7.776896
Eif1ax,-2.751254067,14.44305,13.61484
Ubac2,-2.779855868,13.65205,12.81523
Kpna4,-2.787828496,11.73987,10.90065
Dynll2,-2.793143581,16.86434,16.02352
Tars2,-2.795867562,12.70054,11.8589
Serpini2,-2.801315524,13.86542,13.02214
Cdc7,-2.816995024,12.0588,11.2108
Pomp,-2.819087839,12.07213,11.2235
Cyp3a41a,-2.83476734,18.0651,17.21175
Flot2,-2.867289016,13.83847,12.97533
Mff,-2.892734985,13.68922,12.81842
Sephs1,-2.994784616,17.44217,16.54065
Fmo3,-3.020828532,16.804,15.89464
Stmn4,-3.066338947,13.33258,12.40952
Cfi,-3.134438473,13.24722,12.30366
Rae1,-3.140318286,13.13668,12.19135
Cops6,-3.151513184,16.68529,15.73659
Ubap2l,-3.229678152,14.28029,13.30806
Gpx2,-3.234129535,16.14641,15.17284
Fam20b,-3.256818304,11.61747,10.63707
Akr1b8,-3.262664898,15.51692,14.53476
Ap2a1,-3.332358949,17.61682,16.61368
Cnp,-3.406903016,11.64444,10.61886
Clec4f,-3.419028053,14.96583,13.9366
Ces2a,-3.434807212,17.3141,16.28012
Pgrmc2,-3.446965468,17.48559,16.44795
Cyp2c29,-3.460352839,17.48344,16.44177
Dph5,-3.507623875,11.71217,10.65627
Ddx47,-3.539248631,13.37787,12.31245
Rbbp6,-3.583928564,12.3373,11.25843
Slc25a11,-3.609773164,17.97152,16.88487
Clptm1l,-3.692821367,12.54504,11.43339
Gstp1,-3.716739249,17.7242,16.60535
Add1,-3.723183789,11.51365,10.39286
Tomm40,-3.795468945,14.99327,13.85072
Ftl1,-3.83078104,15.80937,14.65619
Esyt2,-3.910407657,12.6963,11.51915
Ptprc,-3.916985075,12.41207,11.23294
Anapc5,-3.932996768,17.81412,16.63017
Mrpl19,-4.032986804,11.46607,10.25202
Eif5a,-4.06597355,15.92983,14.70585
Hectd1,-4.073979396,13.1063,11.87991
Gnl1,-4.093014044,11.38324,10.15112
Optn,-4.15244666,11.191539,9.941528
Wdr61,-4.182207814,12.16249,10.90352
Gtf2e1,-4.202571233,13.66781,12.40271
Clic5,-4.326562199,9.326127,8.023702
Ptma,-4.514400623,15.7937,14.43473
Csk,-4.566255921,15.88396,14.50938
Rtcd1,-4.57459396,14.6377,13.26061
Ampd2,-4.585589542,16.59491,15.21451
Poln,-4.648839053,16.5019,15.10246
Mrpl10,-4.809454276,13.58107,12.13328
Cyp2c54,-4.845165004,16.30152,14.84298
Mt1,-4.858685251,16.07378,14.61117
Ube2h,-4.940138928,15.40326,13.91613
Mettl1,-4.950901975,12.52218,11.03181
Nfkb2,-5.001654392,10.569024,9.063376
Trim6,-5.120054553,13.33634,11.79505
Isoc2b,-5.121383325,13.57752,12.03583
Exosc5,-5.170956458,11.02962,9.473007
Ciapin1,-5.46995324,12.84849,11.20187
Hmbs,-5.510015692,12.8101,11.15142
Mt2,-5.591070738,15.27922,13.59614
Dnajb4,-5.984652779,14.19057,12.38901
Slc25a30,-6.214453798,11.45127,9.580533
Parva,-6.275583919,11.730205,9.841066
Rrp12,-6.47576995,11.743028,9.793627
Ddr2,-7.352340404,11.588106,9.374831
Phldb1,-7.411420895,14.03912,11.80806
C1qa,-7.549546666,12.31616,10.04352
Tiprl,-7.606584171,11.90692,9.61711
Gnaq,-7.714417279,10.179092,7.856821
Fntb,-7.789389874,12.80127,10.45643
Gga1,-7.97761032,11.65728,9.25578
Tspan4,-8.119569595,11.770091,9.325857
Rnf141,-8.256798445,11.36441,8.878866
Eif1a,-8.271604278,10.03131,7.541309
Serpina1a,-8.750473501,8.700769,6.066614
Arl2,-8.855961327,11.30363,8.63772
Ogfr,-8.942796528,10.736065,8.044015
Pppde2,-9.6804971,12.33711,9.42299
Cdk4,-9.847271178,11.013307,8.048983
Tmc5,-11.38924708,11.301624,7.873119
