Diet,Fold Change HF/CD,CD,HF
Nell1,-0.312722989,3.853889,3.75975
Eif1ax,-0.312629975,8.626111,8.532
Gm17611,-0.312629975,3.896111,3.802
Msx1,-0.312600078,4.591852,4.49775
Dlc1,-0.31257018,7.707593,7.6135
Bcl2a1d,-0.31241405,6.751296,6.65725
Olfr770,-0.31241405,4.766296,4.67225
Abhd8,-0.312261241,2.905,2.811
Gm21560,-0.312198124,6.461481,6.3675
Cyhr1,-0.312108432,8.258704,8.16475
Dync1li1,-0.312075213,8.319444,8.2255
Foxl2,-0.311922404,3.183148,3.08925
Fry,-0.31186261,4.51963,4.42575
Mylk3,-0.31182939,3.68537,3.5915
Cdc5l,-0.311739698,6.372593,6.27875
Pcnxl4,-0.311706479,5.118333,5.0245
Olfr668,-0.311646684,3.854815,3.761
Ppp6c,-0.311630075,12.09056,11.99675
Ccnjl,-0.311430759,3.67,3.57625
Foxh1,-0.311400862,4.690741,4.597
Clec4a2,-0.311367642,5.626481,5.53275
Gm10319,-0.311331101,12.34222,12.2485
Cdk8,-0.311264662,10.3437,10.25
Gdpd5,-0.31112182,5.917407,5.82375
Islr2,-0.310875997,4.218333,4.12475
Acoxl,-0.310816202,4.124815,4.03125
Awat1,-0.310816202,3.479815,3.38625
Olfr23,-0.310600277,4.14,4.0465
Pgam5,-0.310600277,6.27,6.1765
Baat1,-0.31057038,6.330741,6.23725
Ikbkb,-0.310477366,7.122963,7.0295
Olfr114,-0.310477366,3.847963,3.7545
LOC102632113,-0.31026144,4.293148,4.19975
Fzd10,-0.310108632,4.451852,4.3585
Cd300lf,-0.310015618,8.324074,8.23075
Gm3015,-0.310015618,3.199074,3.10575
Gm16493,-0.309799692,4.049259,3.956
Asah1,-0.309769795,12.395,12.30175
Dot1l,-0.309676781,6.212222,6.119
Btf3,-0.309670137,14.65222,14.559
Il11ra2,-0.309616986,6.133704,6.0405
Apobec3,-0.30896921,4.839259,4.74625
Prss12,-0.308939313,4.54,4.447
Egflam,-0.30869349,3.130926,3.038
Krtap19.9a,-0.30869349,4.075926,3.983
Arhgef33,-0.308477565,4.216111,4.12325
Cntn1,-0.308477565,5.076111,4.98325
Pdss1,-0.308447667,5.506852,5.414
Npm1,-0.308441024,14.48685,14.394
Gm9,-0.308261639,3.196296,3.1035
Gm2046,-0.308231742,5.782037,5.68925
Chst3,-0.308108831,4.245,4.15225
Arhgef5,-0.307985919,6.572963,6.48025
Olfr54,-0.307922803,4.574444,4.48175
Gm10921.1,-0.307892905,4.760185,4.6675
Acer1,-0.30767698,3.27037,3.17775
Dctpp1,-0.30767698,9.43537,9.34275
Atp2a3,-0.307587288,6.077593,5.985
Gm21637,-0.307524171,4.514074,4.4215
Birc3,-0.307494274,9.589815,9.49725
H3f3a,-0.307477664,11.58981,11.49725
Diexf,-0.307464377,5.230556,5.138
Elovl7,-0.307341465,4.028519,3.936
Plekhn1,-0.307341465,4.373519,4.281
Gpt,-0.307278349,11.525,11.4325
Ckap2,-0.307185335,4.977222,4.88475
Lrguk,-0.307155437,3.722963,3.6305
Olfr934,-0.307092321,4.229444,4.137
Ehmt1,-0.307032526,8.730926,8.6385
BC020535,-0.306969409,5.872407,5.78
Ppp1r26,-0.306969409,2.837407,2.745
Cox10,-0.306909615,7.638889,7.5465
Brf1,-0.306816601,6.666111,6.57375
Olfr357,-0.306663792,3.854815,3.7625
Olfr1220,-0.306540881,5.027778,4.9355
Gucy2f,-0.30638475,4.626481,4.53425
BC018507,-0.306354853,6.777222,6.685
Itgb7,-0.306354853,9.117222,9.025
Lgals2,-0.306324955,4.527963,4.43575
Cort,-0.306295058,7.303704,7.2115
Pcdhb2,-0.306295058,5.348704,5.2565
BC026585,-0.306261839,5.314444,5.22225
Gabbr1,-0.306231941,6.965185,6.873
Frat2,-0.30610903,4.473148,4.381
Mapkapk3,-0.306049235,6.63463,6.5425
Ak8,-0.305986119,4.811111,4.719
Pi16,-0.305926324,4.752593,4.6605
Fam43a,-0.30583331,4.724815,4.63275
Phrf1,-0.305710399,6.102778,6.01075
Lzts1,-0.305647282,5.799259,5.70725
Esrp1,-0.305554268,3.896481,3.8045
Gm5127,-0.305494473,4.092963,4.001
Col23a1,-0.305371562,5.235926,5.144
Gtf2e1,-0.305341665,7.731667,7.63975
Catsperg1,-0.305278548,5.468148,5.37625
Gm10451,-0.305155637,3.976111,3.88425
Lta,-0.305095842,6.417593,6.32575
Olig1,-0.305062623,2.988333,2.8965
Gm3139,-0.304939711,3.306296,3.2145
Nomo1,-0.304939711,7.121296,7.0295
Ankrd39,-0.304909814,4.437037,4.34525
Bcat2,-0.304757005,7.630741,7.539
Fcrl5,-0.304634094,4.123704,4.032
Ehmt2,-0.304570977,8.215185,8.1235
Erlec1,-0.304255394,12.25259,12.161
Csnk2a1,-0.304188956,10.02907,9.9375
Psmb7,-0.304122517,12.9113,12.81975
Keap1,-0.304079332,9.627037,9.5355
Olfr78,-0.303986318,3.394259,3.30275
AI593442,-0.303803612,4.998704,4.90725
Hbs1l,-0.303710598,9.490926,9.3995
Dlk2,-0.303647481,4.192407,4.101
Mapk10,-0.303311967,3.210556,3.11925
Filip1,-0.303278747,4.786296,4.695
Nbas,-0.30324885,8.002037,7.91075
Olfr1461,-0.30324885,3.927037,3.83575
Papd5,-0.302826965,11.27741,11.18625
Cds1,-0.302787102,3.923148,3.832
Heyl,-0.302757205,4.998889,4.90775
Csn1s2a,-0.302664191,6.106111,6.015
Pcdh15,-0.302448265,4.151296,4.06025
Lrrtm2,-0.302295457,3.065,2.974
Gm10110,-0.302109429,6.604444,6.5135
Olfr1322,-0.302079531,3.500185,3.40925
Cep120,-0.301833709,7.386111,7.29525
Ptprcap,-0.301587886,4.062037,3.97125
Clec16a,-0.301464975,6.835,6.74425
Nav3,-0.301371961,4.427222,4.3365
Gm19945,-0.301342063,8.867963,8.77725
Dvl2,-0.301312166,5.953704,5.863
Gm26657,-0.301312166,3.368704,3.278
Aasdhppt,-0.301265659,10.46944,10.37875
Hpse,-0.301219152,7.650926,7.56025
Psg20,-0.301003227,4.411111,4.3205
Neb,-0.300973329,5.696852,5.60625
Dguok,-0.300697609,9.178519,9.088
Il6,-0.300604595,3.655741,3.56525
Batf3,-0.300541479,4.912222,4.82175
Gm21739.7,-0.300481684,6.898704,6.80825
Nhlrc2,-0.300325553,7.362407,7.272
Lrrk2,-0.300295656,5.148148,5.05775
Doc2a,-0.300265759,3.728889,3.6385
Dpp9,-0.300202642,8.16037,8.07
Olfr705,-0.300142847,4.666852,4.5765
Gm5176,-0.300079731,4.663333,4.573
Pstk,-0.300079731,6.793333,6.703
Gon4l,-0.300019936,6.029815,5.9395
Caskin2,-0.299897025,6.252778,6.1625
Cyba,-0.299710997,7.937222,7.847
Olfr1443,-0.299651202,5.033704,4.9435
Gm21886,-0.299617983,3.294444,3.20425
Cerk,-0.299528291,6.091667,6.0015
Map3k9,-0.299465174,4.153148,4.063
Dvl3,-0.299405379,8.45963,8.3695
Gzmn,-0.29937216,4.26537,4.17525
Bambi,-0.299342263,5.266111,5.176
Ms4a10,-0.299312365,3.376852,3.28675
Pink1,-0.299312365,5.001852,4.91175
Ebna1bp2,-0.299159557,8.995556,8.9055
Ranbp6,-0.299159557,6.435556,6.3455
BC027072,-0.299036645,3.748519,3.6585
Dmtf1,-0.298943631,8.365741,8.27575
Gm21117,-0.298850617,5.407963,5.318
Pcsk5,-0.298697809,7.821667,7.73175
Itprip,-0.298574897,4.78963,4.69975
Kcnj13,-0.298574897,4.61963,4.52975
Mospd2,-0.298574897,8.49463,8.40475
Luc7l3,-0.298388869,9.034074,8.94425
Phf15,-0.298388869,7.054074,6.96425
Gigyf2,-0.298358972,8.149815,8.06
Gm4836,-0.298295855,4.521296,4.4315
Arhgap19,-0.298265958,5.987037,5.89725
Fxyd3,-0.298265958,5.817037,5.72725
Lgals12,-0.298236061,3.742778,3.653
Lyzl4,-0.298236061,5.332778,5.243
Mtco2,-0.298209485,19.54352,19.45375
Ctdp1,-0.298206163,6.268519,6.17875
Cytl1,-0.298143047,3.78,3.69025
Mospd3,-0.298143047,6.525,6.43525
Asb10,-0.298113149,3.290741,3.201
Dus3l,-0.29807993,6.336481,6.24675
Klf14,-0.29807993,2.866481,2.77675
Pou4f3,-0.297990238,4.518704,4.429
Arhgef10l,-0.297774312,7.793889,7.70425
Cbll1,-0.297711196,9.80537,9.71575
Ell,-0.297681299,7.061111,6.9715
Adam21,-0.297621504,3.692593,3.603
Pan2,-0.297588285,8.283333,8.19375
Dhx35,-0.297375681,6.538519,6.449
Phf20l1,-0.297342462,8.384259,8.29475
Eif2c2,-0.297312564,7.025,6.9355
Cypt2.ps,-0.297282667,5.495741,5.40625
Fzd9,-0.297282667,5.465741,5.37625
Gipr,-0.297219551,4.227222,4.13775
Olfr1475,-0.297189653,4.217963,4.1285
Gm9611,-0.297159756,6.083704,5.99425
Olfr1386,-0.297126537,4.509444,4.42
Exoc3l,-0.297003625,4.127407,4.038
Golga3,-0.296880714,7.11037,7.021
Myo19,-0.296880714,4.91537,4.826
Ccdc9,-0.296850816,7.296111,7.20675
Mcm4,-0.296791022,5.727593,5.63825
Gucy2g,-0.296757803,4.678333,4.589
Mat2b,-0.296757803,9.693333,9.604
Myod1,-0.296727905,2.954074,2.86475
Depdc5,-0.29666811,7.920556,7.83125
Apc2,-0.296575096,4.032778,3.9435
Gm7008,-0.296545199,7.863519,7.77425
Dcaf13,-0.296482082,9.675,9.58575
Gm13305,-0.296482082,6.78,6.69075
Il18r1,-0.296452185,4.820741,4.7315
Nfe2,-0.296389068,5.117222,5.028
Ifna13,-0.296173143,4.757407,4.66825
Ints1,-0.296113348,7.553889,7.46475
Gsdmc4,-0.29596054,4.982593,4.8935
Aatf,-0.29592732,9.743333,9.65425
Olfr730,-0.295867526,3.449815,3.36075
Prap1,-0.295867526,4.319815,4.23075
Cd300lb,-0.295528689,5.912963,5.824
Polr2b,-0.295518723,11.23296,11.144
Nup43,-0.295498792,6.283704,6.19475
Mad1l1,-0.295435675,5.225185,5.13625
Klrc3,-0.295405778,3.700926,3.612
Pla2g10,-0.295405778,4.085926,3.997
Gm29361,-0.295342661,5.877407,5.7885
Mllt11,-0.295096838,5.203333,5.1145
Gm6583,-0.295007146,5.875556,5.78675
Car13,-0.294973927,5.841296,5.7525
Il17rc,-0.294953996,10.57704,10.48825
Fap,-0.29494403,4.507037,4.41825
Cib4,-0.294821118,3.365,3.27625
Adam9,-0.294688241,10.40796,10.31925
Gsg1l2,-0.294545398,5.901667,5.813
Gm14308.1,-0.294522145,12.56241,12.47375
Fxyd4,-0.294512179,5.492407,5.40375
Ppm1n,-0.294482282,2.778148,2.6895
Aebp2,-0.294389268,10.59537,10.50675
Krtap16.7,-0.294389268,4.21037,4.12175
Clca6,-0.294143445,4.151296,4.06275
Dhx16,-0.294113548,9.997037,9.9085
Gm20727,-0.294113548,3.637037,3.5485
Parg,-0.293960739,7.610741,7.52225
Pnp2,-0.293791321,10.96519,10.87675
Enam,-0.293774711,5.330185,5.24175
Dpp8,-0.293681697,9.767407,9.679
Grip2,-0.293621902,4.473889,4.3855
Lhpp,-0.293293031,10.57204,10.48375
Epc2,-0.293130257,7.960741,7.8725
Gm3642,-0.293097038,4.801481,4.71325
Cd300lh,-0.29306714,9.927222,9.839
Bnip3l,-0.293060497,11.03222,10.944
Cacna2d2,-0.292914332,4.355926,4.26775
Ezh2,-0.292884434,7.566667,7.4785
Adam26b,-0.292698406,3.376111,3.288
Eif2b5,-0.292668509,6.216852,6.12875
Angpt2,-0.292482481,5.121296,5.03325
Gm15293,-0.292452584,4.077037,3.989
Cacna1h,-0.29235957,5.359259,5.27125
Mff,-0.292329672,11.49,11.402
Hormad1,-0.292176864,5.273704,5.18575
Grk1,-0.292053952,3.611667,3.52375
Cnksr2,-0.291960938,4.788889,4.701
Maea,-0.291931041,7.84963,7.76175
Clec1a,-0.291867924,5.561111,5.47325
Gm7609,-0.291745013,9.329074,9.24125
Mink1,-0.291529088,9.479259,9.3915
Cacnb2,-0.291469293,4.505741,4.418
Pibf1,-0.291283265,6.900185,6.8125
Gm21883,-0.29106734,5.40537,5.31775
Ccno,-0.290944428,4.258333,4.17075
Dync2h1,-0.29079162,5.122037,5.0345
Gm5113,-0.290698606,4.624259,4.53675
Aph1b,-0.290668708,6.72,6.6325
Gm17677,-0.290668708,3.07,2.9825
Eef1g,-0.290635489,13.55074,13.46325
Peg12,-0.290392988,6.176667,6.08925
Ggh,-0.290359769,9.162407,9.075
Fbxw26,-0.289745212,3.692222,3.605
D5Ertd579e,-0.289715315,8.457963,8.37075
Morn1,-0.289685418,6.718704,6.6315
Pip5kl1,-0.289529287,3.167407,3.08025
Card6,-0.28949939,6.593148,6.506
Dyrk4,-0.289439595,4.00963,3.9225
Rad9a,-0.289376478,6.951111,6.864
Gpr141,-0.289346581,5.641852,5.55475
Bcl2l14,-0.289193772,4.590556,4.5035
Krtap6.2,-0.289193772,4.275556,4.1885
Gm8251,-0.289160553,3.996296,3.90925
Abt1,-0.289130656,6.902037,6.815
AI314180,-0.289130656,9.707037,9.62
Nsl1,-0.289100758,4.602778,4.51575
Ldoc1l,-0.289070861,3.703519,3.6165
Olfr601,-0.289007744,3.19,3.103
Cyfip2,-0.288884833,6.022963,5.936
Capsl,-0.288821716,4.614444,4.5275
Pomc,-0.288791819,5.135185,5.04825
Cntnap5c,-0.288698805,4.662407,4.5755
Olfr1393,-0.288698805,5.027407,4.9405
Rab5a,-0.288642332,12.52889,12.442
Olfr2,-0.288609113,2.92963,2.84275
Rabgap1l,-0.288240379,9.133519,9.04675
Fam166a,-0.288114146,3.571481,3.48475
Myo18a,-0.288114146,7.466481,7.37975
Gm21776,-0.288084248,4.407222,4.3205
Gm21913,-0.288084248,4.407222,4.3205
Olfr558,-0.288054351,4.062963,3.97625
Cdk7,-0.287961337,7.865185,7.7785
BC048609,-0.28793144,5.230926,5.14425
Nlrp5,-0.287868323,4.422407,4.33575
Acot7,-0.287838426,7.828148,7.7415
Rab36,-0.287808528,5.098889,5.01225
Gm8265,-0.287778631,6.55463,6.468
Olfr1259,-0.28765572,4.207593,4.121
Eif2b1,-0.287316883,8.685741,8.59925
Arhgef4,-0.287100958,3.250926,3.1645
Chic1,-0.287100958,6.315926,6.2295
G3bp2,-0.286981368,11.20389,11.1175
Olfr1198,-0.286885032,3.471111,3.38475
Dlat,-0.286848491,10.04185,9.9555
Arhgdia,-0.286516298,11.435,11.34875
Bhlha9,-0.286393387,4.862963,4.77675
Prss29,-0.28633027,3.464444,3.37825
Nup88,-0.286117667,7.78963,7.7035
Gm14322,-0.285851913,10.8113,10.72525
Kdm5b,-0.285685816,6.73,6.644
Cox6b2,-0.285469891,3.990185,3.90425
Npm3,-0.285376877,9.572407,9.4865
Fgr,-0.285194171,5.361852,5.276
Nkx2.3,-0.285101157,4.149074,4.06325
Ptprz1,-0.285101157,4.164074,4.07825
Aoc2,-0.285071259,4.999815,4.914
Krtap28.13,-0.285008143,3.021296,2.9355
Bfar,-0.284978245,9.467037,9.38125
Crisp1,-0.284978245,4.457037,4.37125
Aldh3b2,-0.284948348,6.042778,5.957
Ccdc69,-0.284885231,4.194259,4.1085
Cdk17,-0.284885231,8.074259,7.9885
Galp,-0.284792218,5.696481,5.61075
Dusp18,-0.284639409,2.900185,2.8145
Eml1,-0.284516497,4.753148,4.6675
Nrm,-0.2844866,5.418889,5.33325
Chgb,-0.284393586,3.621111,3.5355
Adamts16,-0.284300572,5.658333,5.57275
Asb1,-0.284024852,6.255,6.1695
Ap4m1,-0.283961735,7.141481,7.056
Kcnk1,-0.283901941,4.812963,4.7275
Gm4416,-0.283808927,6.460185,6.37475
Kctd15,-0.283686015,3.963148,3.87775
Fshb,-0.283656118,5.203889,5.1185
BC089597,-0.283460124,13.47333,13.388
Gm8359,-0.283440193,4.439074,4.35375
Nsun2,-0.283410295,4.669815,4.5845
Dynlt1b,-0.283347179,9.546296,9.461
Hist1h2ae,-0.283347179,7.151296,7.066
Gm20843,-0.283317281,5.777037,5.69175
Gm9956,-0.283317281,3.812037,3.72675
Mkln1,-0.283164473,8.610741,8.5255
Nudt11,-0.282978445,4.405185,4.32
Nr6a1,-0.28291865,6.901667,6.8165
Olfr1180,-0.282762519,3.84537,3.76025
Gm14474,-0.282702725,3.576852,3.49175
Olfr474,-0.282639608,3.988333,3.90325
Arih1,-0.282629642,10.49333,10.40825
Grpel2,-0.282456902,6.597778,6.51275
Gm9736,-0.282363888,5.515,5.43
Il16,-0.282333991,7.020741,6.93575
BC117090,-0.282300771,5.536481,5.4515
Nlrx1,-0.281995154,6.993889,6.909
Olfr1054,-0.281872243,4.156852,4.072
Csf2ra,-0.281809126,6.688333,6.6035
Olfr1024,-0.281779229,4.749074,4.66425
Gm14418,-0.281765941,11.89907,11.81425
Dnm2,-0.281732722,10.69056,10.60575
Mettl3,-0.281719434,8.195556,8.11075
Dis3,-0.281503509,7.020741,6.936
Fgf3,-0.281503509,4.970741,4.886
Gm14412,-0.281503509,7.385741,7.301
Actr8,-0.281470289,9.111481,9.02675
Asxl2,-0.281470289,9.881481,9.79675
Gm609,-0.281440392,4.712222,4.6275
Prss28,-0.281440392,4.027222,3.9425
Fam96a,-0.28136731,11.5787,11.494
Odf3,-0.281317481,4.185185,4.1005
Fam45a,-0.281167994,10.57389,10.48925
Ephx4,-0.281101555,4.27537,4.19075
Gm10985,-0.281101555,9.92537,9.84075
Olfr453,-0.280888952,3.425556,3.341
Arhgef40,-0.280795938,3.652778,3.56825
Rangrf,-0.280795938,4.202778,4.11825
Cops3,-0.280702924,11.1,11.0155
Gm11060,-0.280639807,9.886481,9.802
Pole4,-0.280570047,11.62296,11.5385
Lat,-0.280550115,6.043704,5.95925
Eif3m,-0.280536828,12.6487,12.56425
Aldh16a1,-0.280516896,6.739444,6.655
Prim2,-0.280427204,6.741667,6.65725
Hsh2d,-0.280304293,5.47963,5.39525
Cdc42,-0.280171416,15.06259,14.97825
Fgf6,-0.280025251,3.796296,3.712
Gm14543,-0.279995353,3.927037,3.84275
Il1rapl1,-0.279965456,3.957778,3.8735
Itpripl1,-0.279902339,7.754259,7.67
Larp4b,-0.279842545,9.310741,9.2265
Ralgapa2,-0.279809325,7.686481,7.60225
Otop3,-0.279779428,4.562222,4.478
Rad52,-0.279719633,2.888704,2.8045
Gab2,-0.279686414,5.634444,5.55025
Entpd5,-0.279639907,13.37593,13.29175
Cldn17,-0.279440591,3.63537,3.55125
Gal3st4,-0.279257885,3.534815,3.45075
Pmaip1,-0.279194769,3.891296,3.80725
AW146020,-0.279071857,7.439259,7.35525
Ankzf1,-0.278948946,9.257222,9.17325
Ier3ip1,-0.27876624,8.336667,8.25275
Camta2,-0.278703123,6.793148,6.70925
Cited1,-0.278673226,3.408889,3.325
Fam183b,-0.278610109,5.20037,5.1165
Fam5c,-0.278610109,3.76037,3.6765
Cnih2,-0.278580212,3.831111,3.74725
Olfr1510,-0.278274595,4.603519,4.51975
Ccdc46,-0.278181581,6.215741,6.132
Mical2,-0.278118464,6.317222,6.2335
Pmfbp1,-0.278088567,4.162963,4.07925
D10Bwg1379e,-0.278058669,3.548704,3.465
Dubr,-0.277995553,3.460185,3.3765
Lman2l,-0.277965655,6.750926,6.66725
Gabra1,-0.277626819,4.804074,4.7205
Ankrd33,-0.277596921,4.254815,4.17125
Gm10320,-0.277410893,4.614259,4.53075
Hist1h2bn,-0.277410893,9.254259,9.17075
Dcpp2,-0.277380996,3.995,3.9115
Gm15557,-0.277380996,4.735,4.6515
Mrpl47,-0.277135173,7.430926,7.3475
Boll,-0.276982365,4.04463,3.96125
Gm10144,-0.276796337,4.294074,4.21075
Olfr1449,-0.276796337,3.739074,3.65575
Phf12,-0.276796337,7.889074,7.80575
Acta2,-0.276766439,7.959815,7.8765
Camk2a,-0.276703323,4.341296,4.258
Cldn15,-0.276703323,5.171296,5.088
Cryge,-0.276673425,4.932037,4.84875
Mroh3,-0.276580411,4.394259,4.311
Nupr1l,-0.2764575,5.057222,4.974
Psma4,-0.276384417,13.9087,13.8255
Nup160,-0.276274794,6.621667,6.5385
Atoh7,-0.276211677,3.938148,3.855
Olfr547,-0.27618178,3.833889,3.75075
Las1l,-0.275872841,7.936296,7.85325
Olfm2,-0.275872841,3.281296,3.19825
Olfr612,-0.275656915,4.326481,4.2435
E2f1,-0.275597121,3.892963,3.81
Dazap1,-0.275534004,9.014444,8.9315
Mex3c,-0.275474209,8.410926,8.328
Cdk12,-0.275288181,8.75037,8.6675
Cylc2,-0.275012461,3.952037,3.86925
Klra5,-0.275012461,4.802037,4.71925
Mterfd2,-0.274550713,8.868148,8.7855
Adam4,-0.274520816,4.848889,4.76625
Fam125b,-0.274368007,5.112593,5.03
Nudcd1,-0.274368007,6.467593,6.385
Eif4a3,-0.274152082,9.362778,9.28025
Arhgap20,-0.274088965,4.274259,4.19175
Ddi1,-0.273966054,3.867222,3.78475
Crybb1,-0.273936156,3.642963,3.5605
Fat3,-0.273720231,3.288148,3.20575
Olfr1253,-0.273660436,4.81963,4.73725
Olfr1040,-0.273627217,3.08037,2.998
Opa1,-0.273295024,11.76852,11.68625
Gm11146,-0.273228586,7.745,7.66275
Helt,-0.27301266,2.745185,2.663
Gm12171,-0.272919646,3.177407,3.09525
Cst9,-0.272766838,3.001111,2.919
Mfsd10,-0.272491118,8.722778,8.64075
Ppp1r13b,-0.27246122,7.693519,7.6115
Hoxa9,-0.272428001,5.819259,5.73725
Metrn,-0.272428001,4.584259,4.50225
Nkiras2,-0.272368206,8.840741,8.75875
Psma8,-0.272368206,4.545741,4.46375
Clec2f,-0.271966253,7.24037,7.1585
Mcm3,-0.271813444,5.499074,5.41725
Gm21746,-0.271630738,5.303519,5.22175
Psma1,-0.271600841,11.57426,11.4925
Olfr239,-0.271474608,5.222222,5.1405
Olfr1205,-0.271291902,4.716667,4.635
Gm2391,-0.271228785,7.128148,7.0465
Lhfpl3,-0.27101286,3.363333,3.28175
Pfdn5,-0.270969675,10.60907,10.5275
Cyld,-0.270860051,7.232037,7.1505
Ap2b1,-0.270644126,9.442222,9.36075
Mfap5,-0.270521214,3.240185,3.15875
Olfr725,-0.270491317,3.775926,3.6945
H2.D1,-0.270438166,15.08741,15.006
Gm16429,-0.270338508,4.52463,4.44325
Gm7971,-0.270338508,4.52463,4.44325
Gas8,-0.270182378,6.648333,6.567
Dmgdh,-0.270105973,13.47981,13.3985
Angptl7,-0.270092686,5.235556,5.15425
Gm10373,-0.270029569,5.852037,5.77075
Il1f5,-0.269969774,4.903519,4.82225
Pcsk4,-0.269843541,5.276481,5.19525
Acsbg1,-0.269813644,7.592222,7.511
Lrrfip2,-0.269813644,7.752222,7.671
Fbxl21,-0.269753849,5.103704,5.0225
Cc2d1a,-0.269630938,5.506667,5.4255
Csrp1,-0.269630938,7.731667,7.6505
Ano6,-0.269508026,7.11463,7.0335
Pcbp2,-0.269508026,14.56463,14.4835
Phxr4,-0.269228984,5.536296,5.45525
Olfr1037,-0.269199087,5.702037,5.621
Ms4a6c,-0.269139292,6.818519,6.7375
Iars,-0.268923367,8.568704,8.48775
Fut4,-0.268890148,3.124444,3.0435
D6Mm5e,-0.268767236,3.732407,3.6515
Pabpc2,-0.26858453,3.401852,3.321
L3mbtl1,-0.268521414,4.498333,4.4175
Hrct1,-0.268431722,4.465556,4.38475
Kcnu1,-0.268368605,5.267037,5.18625
Olfr1487,-0.26830881,3.958519,3.87775
Clic3,-0.26815268,4.552222,4.4715
Olfr1388,-0.268029768,3.650185,3.5695
Hist1h2bq,-0.267999871,7.270926,7.19025
Pdzd4,-0.267969974,4.706667,4.626
Cabp4,-0.267936754,4.947407,4.86675
Fbxw22,-0.267936754,3.707407,3.62675
Olfr270,-0.267906857,3.888148,3.8075
Cdh24,-0.26787696,5.128889,5.04825
Gm21725,-0.26787696,5.958889,5.87825
Gm21764,-0.26787696,5.958889,5.87825
Gm21828,-0.26787696,5.958889,5.87825
Gm21852,-0.26787696,5.958889,5.87825
Gm21891,-0.26787696,5.958889,5.87825
Gm21904,-0.26787696,5.958889,5.87825
Abca14,-0.267847062,3.43463,3.354
Kcnk7,-0.267754048,3.996852,3.91625
Gstcd,-0.26756802,5.201296,5.12075
Il1f8,-0.26756802,4.166296,4.08575
Prop1,-0.26756802,2.881296,2.80075
Gm14525,-0.267508226,5.302778,5.22225
Kcnd2,-0.267508226,3.227778,3.14725
Nid2,-0.267385314,5.110741,5.03025
Olfr911.ps1,-0.267169389,3.855926,3.7755
Gmfb,-0.267106272,8.077407,7.997
Api5,-0.266983361,10.48537,10.405
Olfr110,-0.266953464,3.781111,3.70075
Ccdc141,-0.266893669,7.327593,7.24725
Gm21866,-0.266770758,5.675556,5.59525
Pou2af1,-0.266554832,4.940741,4.8605
Col8a2,-0.266521613,6.831481,6.75125
Arrdc1,-0.266491716,6.237222,6.157
Ppp2r5c,-0.266451852,10.17296,10.09275
Olfr1263,-0.266431921,3.678704,3.5985
Gria1,-0.266215996,4.318889,4.23875
Nlrp4f,-0.266186098,3.63463,3.5545
Grrp1,-0.266122982,4.021111,3.941
Akr1c21,-0.265970173,4.659815,4.57975
Olfr699,-0.265970173,3.469815,3.38975
Ppp1r3e,-0.265940276,4.065556,3.9855
Eif4b,-0.265887125,12.28204,12.202
Alpk2,-0.265754248,3.305,3.225
Cgn,-0.26572435,6.315741,6.23575
Cst6,-0.265691131,3.796481,3.7165
Edn3,-0.26556822,4.124444,4.0445
Lamc2,-0.265508425,5.745926,5.666
Gtse1,-0.265445308,5.042407,4.9625
Lce6a,-0.265415411,3.608148,3.52825
Gm3500,-0.265232705,4.232593,4.15275
Prss33,-0.265169588,7.114074,7.03425
Olfr559,-0.265139691,4.444815,4.365
Clasrp,-0.265109794,7.830556,7.75075
Klhl29,-0.265109794,5.190556,5.11075
Ppia,-0.265023423,16.50778,16.428
Fam107a,-0.264860649,4.326481,4.24675
Gm3542,-0.264860649,5.731481,5.65175
Esam,-0.26470784,6.095185,6.0155
Ipo5,-0.26470784,9.730185,9.6505
Aggf1,-0.264584929,9.533148,9.4535
Akap14,-0.264584929,4.338148,4.2585
Gm19684,-0.264584929,3.643148,3.5635
Cmtm5,-0.264491915,3.93037,3.85075
Bnc2,-0.26443212,3.916852,3.83725
Mum1,-0.264369004,6.123333,6.04375
Gm725,-0.264063386,4.095741,4.01625
Mlc1,-0.263754447,3.368148,3.28875
Polrmt,-0.263661433,6.21037,6.131
Plac9,-0.263262802,7.525,7.44575
Ano5,-0.26313989,3.897963,3.81875
Gm9920,-0.26313989,4.512963,4.43375
Mc5r,-0.263076774,3.824444,3.74525
Camsap2,-0.262894068,8.418889,8.33975
Csnk1g2,-0.26286417,5.94463,5.8655
Ido1,-0.262678142,3.589074,3.51
Baz2b,-0.262525333,8.292778,8.21375
Lrrc19,-0.262495436,5.693519,5.6145
Olfr618,-0.262369203,3.931481,3.8525
Apitd1,-0.262309408,3.807963,3.729
Olfr535,-0.262309408,4.877963,4.799
Fam167b,-0.262186497,6.085926,6.007
Inpp5j,-0.26212338,2.867407,2.7885
Cox8c,-0.262063585,5.573889,5.495
Oxct2a,-0.261877558,3.208333,3.1295
Jmjd7,-0.26184766,4.884074,4.80525
Krt26,-0.261817763,3.809815,3.731
Il5,-0.261787865,5.965556,5.88675
Ano1,-0.261694851,6.782778,6.704
Gm8212,-0.261449029,5.368704,5.29
BC046331,-0.261415809,5.514444,5.43575
Nova1,-0.261356015,4.860926,4.78225
Olfr1128,-0.260987281,3.454815,3.37625
Atl1,-0.260924164,5.281296,5.20275
Dhrs2,-0.260894267,5.727037,5.6485
Capn11,-0.260834472,5.503519,5.425
Cxcl15,-0.260801253,3.619259,3.54075
